Id,Date,TotalSleepRecords,TotalMinutesAsleep,TotalTimeInBed,TotalSteps,TotalDistance,TrackerDistance,LoggedActivitiesDistance,VeryActiveDistance,ModeratelyActiveDistance,LightActiveDistance,SedentaryActiveDistance,VeryActiveMinutes,FairlyActiveMinutes,LightlyActiveMinutes,SedentaryMinutes,Calories_file2,Calories_file3,StepTotal,WeightKg,WeightPounds,Fat,BMI,IsManualReport,LogId
1503960366,2016-05-02,1.0,277.0,309.0,14727,9.710000038,9.710000038,0.0,3.210000038,0.569999993,5.920000076,0.0,41,15,277,798,2004,2004,14727,52.5999984741211,115.963146545323,22.0,22.6499996185303,True,1462233599000.0
1503960366,2016-05-03,1.0,273.0,296.0,15103,9.659999847,9.659999847,0.0,3.730000019,1.049999952,4.880000114,0.0,50,24,254,816,1990,1990,15103,52.5999984741211,115.963146545323,,22.6499996185303,True,1462319999000.0
1503960366,2016-05-04,,,,11100,7.150000095,7.150000095,0.0,2.460000038,0.870000005,3.819999933,0.0,36,22,203,1179,1819,1819,11100,,,,,,
1503960366,2016-05-05,1.0,247.0,264.0,14070,8.899999619,8.899999619,0.0,2.920000076,1.080000043,4.880000114,0.0,45,24,250,857,1959,1959,14070,,,,,,
1503960366,2016-05-06,1.0,334.0,367.0,12159,8.029999733,8.029999733,0.0,1.970000029,0.25,5.809999943,0.0,24,6,289,754,1896,1896,12159,,,,,,
1503960366,2016-05-07,1.0,331.0,349.0,11992,7.710000038,7.710000038,0.0,2.460000038,2.119999886,3.130000114,0.0,37,46,175,833,1821,1821,11992,,,,,,
1503960366,2016-05-08,1.0,594.0,611.0,10060,6.579999924,6.579999924,0.0,3.529999971,0.319999993,2.730000019,0.0,44,8,203,574,1740,1740,10060,,,,,,
1503960366,2016-05-09,1.0,338.0,342.0,12022,7.71999979,7.71999979,0.0,3.450000048,0.529999971,3.74000001,0.0,46,11,206,835,1819,1819,12022,,,,,,
1503960366,2016-05-10,1.0,383.0,403.0,12207,7.769999981,7.769999981,0.0,3.349999905,1.159999967,3.25999999,0.0,46,31,214,746,1859,1859,12207,,,,,,
1503960366,2016-05-11,1.0,285.0,306.0,12770,8.130000114,8.130000114,0.0,2.559999943,1.00999999,4.550000191,0.0,36,23,251,669,1783,1783,12770,,,,,,
1503960366,2016-05-12,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,0,0,0,,,,,,
1624580081,2016-04-12,,,,8163,5.309999943,5.309999943,0.0,0.0,0.0,5.309999943,0.0,0,0,146,1294,1432,1432,8163,,,,,,
1624580081,2016-04-13,,,,7007,4.550000191,4.550000191,0.0,0.0,0.0,4.550000191,0.0,0,0,148,1292,1411,1411,7007,,,,,,
1624580081,2016-04-14,,,,9107,5.920000076,5.920000076,0.0,0.0,0.0,5.909999847,0.01,0,0,236,1204,1572,1572,9107,,,,,,
1624580081,2016-04-15,,,,1510,0.980000019,0.980000019,0.0,0.0,0.0,0.970000029,0.0,0,0,96,1344,1344,1344,1510,,,,,,
1624580081,2016-04-16,,,,5370,3.49000001,3.49000001,0.0,0.0,0.0,3.49000001,0.0,0,0,176,1264,1463,1463,5370,,,,,,
1624580081,2016-04-17,,,,6175,4.059999943,4.059999943,0.0,1.029999971,1.519999981,1.49000001,0.01,15,22,127,1276,1554,1554,6175,,,,,,
1624580081,2016-04-18,,,,10536,7.409999847,7.409999847,0.0,2.150000095,0.620000005,4.619999886,0.01,17,7,202,1214,1604,1604,10536,,,,,,
1624580081,2016-04-19,,,,2916,1.899999976,1.899999976,0.0,0.0,0.0,1.899999976,0.0,0,0,141,1299,1435,1435,2916,,,,,,
1624580081,2016-04-20,,,,4974,3.230000019,3.230000019,0.0,0.0,0.0,3.230000019,0.0,0,0,151,1289,1446,1446,4974,,,,,,
1624580081,2016-04-21,,,,6349,4.130000114,4.130000114,0.0,0.0,0.0,4.110000134,0.02,0,0,186,1254,1467,1467,6349,,,,,,
1624580081,2016-04-22,,,,4026,2.619999886,2.619999886,0.0,0.0,0.0,2.599999905,0.0,0,0,199,1241,1470,1470,4026,,,,,,
1624580081,2016-04-23,,,,8538,5.550000191,5.550000191,0.0,0.0,0.0,5.539999962,0.01,0,0,227,1213,1562,1562,8538,,,,,,
1624580081,2016-04-24,,,,6076,3.950000048,3.950000048,0.0,1.149999976,0.910000026,1.889999986,0.0,16,18,185,1221,1617,1617,6076,,,,,,
1624580081,2016-04-25,,,,6497,4.21999979,4.21999979,0.0,0.0,0.0,4.199999809,0.02,0,0,202,1238,1492,1492,6497,,,,,,
1624580081,2016-04-26,,,,2826,1.840000033,1.840000033,0.0,0.0,0.0,1.830000043,0.01,0,0,140,1300,1402,1402,2826,,,,,,
1624580081,2016-04-27,,,,8367,5.440000057,5.440000057,0.0,1.110000014,1.870000005,2.460000038,0.0,17,36,154,1233,1670,1670,8367,,,,,,
1624580081,2016-04-28,,,,2759,1.789999962,1.789999962,0.0,0.0,0.200000003,1.600000024,0.0,0,5,115,1320,1401,1401,2759,,,,,,
1624580081,2016-04-29,,,,2390,1.549999952,1.549999952,0.0,0.0,0.0,1.549999952,0.0,0,0,150,1290,1404,1404,2390,,,,,,
1624580081,2016-04-30,,,,6474,4.300000191,4.300000191,0.0,0.899999976,1.279999971,2.119999886,0.01,11,23,224,1182,1655,1655,6474,,,,,,
1624580081,2016-05-01,,,,36019,28.03000069,28.03000069,0.0,21.92000008,4.190000057,1.909999967,0.02,186,63,171,1020,2690,2690,36019,,,,,,
1624580081,2016-05-02,,,,7155,4.929999828,4.929999828,0.0,0.860000014,0.589999974,3.470000029,0.0,7,6,166,1261,1497,1497,7155,,,,,,
1624580081,2016-05-03,,,,2100,1.370000005,1.370000005,0.0,0.0,0.0,1.340000033,0.02,0,0,96,1344,1334,1334,2100,,,,,,
1624580081,2016-05-04,,,,2193,1.429999948,1.429999948,0.0,0.0,0.0,1.419999957,0.0,0,0,118,1322,1368,1368,2193,,,,,,
1624580081,2016-05-05,,,,2470,1.610000014,1.610000014,0.0,0.0,0.0,1.580000043,0.02,0,0,117,1323,1370,1370,2470,,,,,,
1624580081,2016-05-06,,,,1727,1.120000005,1.120000005,0.0,0.0,0.0,1.120000005,0.01,0,0,102,1338,1341,1341,1727,,,,,,
1624580081,2016-05-07,,,,2104,1.370000005,1.370000005,0.0,0.0,0.0,1.370000005,0.0,0,0,182,1258,1474,1474,2104,,,,,,
1624580081,2016-05-08,,,,3427,2.230000019,2.230000019,0.0,0.0,0.0,2.220000029,0.0,0,0,152,1288,1427,1427,3427,,,,,,
1624580081,2016-05-09,,,,1732,1.129999995,1.129999995,0.0,0.0,0.0,1.129999995,0.0,0,0,91,1349,1328,1328,1732,,,,,,
1624580081,2016-05-10,,,,2969,1.929999948,1.929999948,0.0,0.0,0.0,1.919999957,0.01,0,0,139,1301,1393,1393,2969,,,,,,
1624580081,2016-05-11,,,,3134,2.039999962,2.039999962,0.0,0.0,0.0,2.039999962,0.0,0,0,112,1328,1359,1359,3134,,,,,,
1624580081,2016-05-12,,,,2971,1.929999948,1.929999948,0.0,0.0,0.0,1.919999957,0.01,0,0,107,890,1002,1002,2971,,,,,,
1644430081,2016-04-12,,,,10694,7.769999981,7.769999981,0.0,0.140000001,2.299999952,5.329999924,0.0,2,51,256,1131,3199,3199,10694,,,,,,
1644430081,2016-04-13,,,,8001,5.820000172,5.820000172,0.0,2.279999971,0.899999976,2.640000105,0.0,30,16,135,1259,2902,2902,8001,,,,,,
1644430081,2016-04-14,,,,11037,8.020000458,8.020000458,0.0,0.360000014,2.559999943,5.099999905,0.0,5,58,252,1125,3226,3226,11037,,,,,,
1644430081,2016-04-15,,,,5263,3.829999924,3.829999924,0.0,0.219999999,0.150000006,3.450000048,0.0,3,4,170,1263,2750,2750,5263,,,,,,
1644430081,2016-04-16,,,,15300,11.11999989,11.11999989,0.0,4.099999905,1.879999995,5.090000153,0.0,51,42,212,1135,3493,3493,15300,,,,,,
1644430081,2016-04-17,,,,8757,6.369999886,6.369999886,0.0,2.25,0.569999993,3.549999952,0.0,29,13,186,1212,3011,3011,8757,,,,,,
1644430081,2016-04-18,,,,7132,5.190000057,5.190000057,0.0,1.070000052,1.669999957,2.450000048,0.0,15,33,121,1271,2806,2806,7132,,,,,,
1644430081,2016-04-19,,,,11256,8.180000305,8.180000305,0.0,0.360000014,2.529999971,5.300000191,0.0,5,58,278,1099,3300,3300,11256,,,,,,
1644430081,2016-04-20,,,,2436,1.769999981,1.769999981,0.0,0.0,0.0,1.75999999,0.01,0,0,125,1315,2430,2430,2436,,,,,,
1644430081,2016-04-21,,,,1223,0.889999986,0.889999986,0.0,0.0,0.0,0.879999995,0.01,0,0,38,1402,2140,2140,1223,,,,,,
1644430081,2016-04-22,,,,3673,2.670000076,2.670000076,0.0,0.0,0.0,2.660000086,0.01,0,0,86,1354,2344,2344,3673,,,,,,
1644430081,2016-04-23,,,,6637,4.829999924,4.829999924,0.0,0.0,0.579999983,4.25,0.0,0,15,160,1265,2677,2677,6637,,,,,,
1644430081,2016-04-24,,,,3321,2.410000086,2.410000086,0.0,0.0,0.0,2.410000086,0.0,0,0,89,1351,2413,2413,3321,,,,,,
1644430081,2016-04-25,,,,3580,2.599999905,2.599999905,0.0,0.589999974,0.059999999,1.950000048,0.0,8,1,94,1337,2497,2497,3580,,,,,,
1644430081,2016-04-26,,,,9919,7.210000038,7.210000038,0.0,0.800000012,1.720000029,4.690000057,0.0,11,41,223,1165,3123,3123,9919,,,,,,
1644430081,2016-04-27,,,,3032,2.200000048,2.200000048,0.0,0.0,0.0,2.200000048,0.0,0,0,118,1322,2489,2489,3032,,,,,,
1644430081,2016-04-28,,,,9405,6.840000153,6.840000153,0.0,0.200000003,2.319999933,4.309999943,0.0,3,53,227,1157,3108,3108,9405,,,,,,
1644430081,2016-04-29,1.0,119.0,127.0,3176,2.309999943,2.309999943,0.0,0.0,0.0,2.309999943,0.0,0,0,120,1193,2498,2498,3176,,,,,,
1644430081,2016-04-30,1.0,124.0,142.0,18213,13.23999977,13.23999977,0.0,0.629999995,3.140000105,9.460000038,0.0,9,71,402,816,3846,3846,18213,,,,,,
1644430081,2016-05-01,,,,6132,4.460000038,4.460000038,0.0,0.239999995,0.99000001,3.230000019,0.0,3,24,146,908,2696,2696,6132,,,,,,
1644430081,2016-05-02,1.0,796.0,961.0,3758,2.730000019,2.730000019,0.0,0.07,0.310000002,2.349999905,0.0,1,7,148,682,2580,2580,3758,,,,,,
1644430081,2016-05-03,,,,12850,9.340000153,9.340000153,0.0,0.720000029,4.090000153,4.539999962,0.0,10,94,221,1115,3324,3324,12850,,,,,,
1644430081,2016-05-04,,,,2309,1.679999948,1.679999948,0.0,0.0,0.0,1.659999967,0.02,0,0,52,1388,2222,2222,2309,,,,,,
1644430081,2016-05-05,,,,4363,3.190000057,3.190000057,0.0,0.519999981,0.540000021,2.130000114,0.01,6,12,81,1341,2463,2463,4363,,,,,,
1644430081,2016-05-06,,,,9787,7.119999886,7.119999886,0.0,0.819999993,0.270000011,6.010000229,0.02,11,6,369,1054,3328,3328,9787,,,,,,
1644430081,2016-05-07,,,,13372,9.720000267,9.720000267,0.0,3.25999999,0.790000021,5.670000076,0.01,41,17,243,1139,3404,3404,13372,,,,,,
1644430081,2016-05-08,1.0,137.0,154.0,6724,4.889999866,4.889999866,0.0,0.0,0.0,4.880000114,0.0,0,0,295,991,2987,2987,6724,,,,,,
1644430081,2016-05-09,,,,6643,4.829999924,4.829999924,0.0,2.390000105,0.349999994,2.089999914,0.01,32,6,303,1099,3008,3008,6643,,,,,,
1644430081,2016-05-10,,,,9167,6.659999847,6.659999847,0.0,0.879999995,0.810000002,4.96999979,0.01,12,19,155,1254,2799,2799,9167,,,,,,
1644430081,2016-05-11,,,,1329,0.970000029,0.970000029,0.0,0.0,0.0,0.949999988,0.01,0,0,49,713,1276,1276,1329,,,,,,
1844505072,2016-04-12,,,,6697,4.429999828,4.429999828,0.0,0.0,0.0,4.429999828,0.0,0,0,339,1101,2030,2030,6697,,,,,,
1844505072,2016-04-13,,,,4929,3.25999999,3.25999999,0.0,0.0,0.0,3.25999999,0.0,0,0,248,1192,1860,1860,4929,,,,,,
1844505072,2016-04-14,,,,7937,5.25,5.25,0.0,0.0,0.0,5.230000019,0.0,0,0,373,843,2130,2130,7937,,,,,,
1844505072,2016-04-15,1.0,644.0,961.0,3844,2.539999962,2.539999962,0.0,0.0,0.0,2.539999962,0.0,0,0,176,527,1725,1725,3844,,,,,,
1844505072,2016-04-16,,,,3414,2.25999999,2.25999999,0.0,0.0,0.0,2.25999999,0.0,0,0,147,1293,1657,1657,3414,,,,,,
1844505072,2016-04-17,,,,4525,2.99000001,2.99000001,0.0,0.140000001,0.25999999,2.589999914,0.0,2,8,199,1231,1793,1793,4525,,,,,,
1844505072,2016-04-18,,,,4597,3.039999962,3.039999962,0.0,0.0,0.479999989,2.559999943,0.0,0,12,217,1211,1814,1814,4597,,,,,,
1844505072,2016-04-19,,,,197,0.129999995,0.129999995,0.0,0.0,0.0,0.129999995,0.0,0,0,10,1430,1366,1366,197,,,,,,
1844505072,2016-04-20,,,,8,0.01,0.01,0.0,0.0,0.0,0.01,0.0,0,0,1,1439,1349,1349,8,,,,,,
1844505072,2016-04-21,,,,8054,5.320000172,5.320000172,0.0,0.119999997,0.519999981,4.679999828,0.0,2,13,308,1117,2062,2062,8054,,,,,,
1844505072,2016-04-22,,,,5372,3.549999952,3.549999952,0.0,0.0,0.0,3.549999952,0.0,0,0,220,1220,1827,1827,5372,,,,,,
1844505072,2016-04-23,,,,3570,2.359999895,2.359999895,0.0,0.0,0.0,2.359999895,0.0,0,0,139,1301,1645,1645,3570,,,,,,
1844505072,2016-04-24,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,1347,1347,0,,,,,,
1844505072,2016-04-25,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,1347,1347,0,,,,,,
1844505072,2016-04-26,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,1347,1347,0,,,,,,
1844505072,2016-04-27,,,,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1439,1348,1348,4,,,,,,
1844505072,2016-04-28,,,,6907,4.570000172,4.570000172,0.0,0.0,0.0,4.559999943,0.0,0,0,302,1138,1992,1992,6907,,,,,,
1844505072,2016-04-29,,,,4920,3.25,3.25,0.0,0.0,0.0,3.25,0.0,0,0,247,1082,1856,1856,4920,,,,,,
1844505072,2016-04-30,1.0,722.0,961.0,4014,2.670000076,2.670000076,0.0,0.0,0.0,2.650000095,0.0,0,0,184,218,1763,1763,4014,,,,,,
1844505072,2016-05-01,1.0,590.0,961.0,2573,1.700000048,1.700000048,0.0,0.0,0.25999999,1.450000048,0.0,0,7,75,585,1541,1541,2573,,,,,,
1844505072,2016-05-02,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,1348,1348,0,,,,,,
1844505072,2016-05-03,,,,4059,2.680000067,2.680000067,0.0,0.0,0.0,2.680000067,0.0,0,0,184,1256,1742,1742,4059,,,,,,
1844505072,2016-05-04,,,,2080,1.370000005,1.370000005,0.0,0.0,0.0,1.370000005,0.0,0,0,87,1353,1549,1549,2080,,,,,,
1844505072,2016-05-05,,,,2237,1.480000019,1.480000019,0.0,0.0,0.0,1.480000019,0.0,0,0,120,1320,1589,1589,2237,,,,,,
1844505072,2016-05-06,,,,44,0.029999999,0.029999999,0.0,0.0,0.0,0.029999999,0.0,0,0,2,1438,1351,1351,44,,,,,,
1844505072,2016-05-07,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,1347,1347,0,,,,,,
1844505072,2016-05-08,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,1347,1347,0,,,,,,
1844505072,2016-05-09,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,1347,1347,0,,,,,,
1844505072,2016-05-10,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,1347,1347,0,,,,,,
1844505072,2016-05-11,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,1347,1347,0,,,,,,
1844505072,2016-05-12,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,711,665,665,0,,,,,,
1927972279,2016-04-12,3.0,750.0,775.0,678,0.469999999,0.469999999,0.0,0.0,0.0,0.469999999,0.0,0,0,55,734,2220,2220,678,,,,,,
1927972279,2016-04-13,1.0,398.0,422.0,356,0.25,0.25,0.0,0.0,0.0,0.25,0.0,0,0,32,986,2151,2151,356,133.5,294.317120016975,,47.5400009155273,False,1460509732000.0
1927972279,2016-04-14,,,,2163,1.5,1.5,0.0,0.0,0.400000006,1.100000024,0.0,0,9,88,1292,2383,2383,2163,,,,,,
1927972279,2016-04-15,2.0,475.0,499.0,980,0.680000007,0.680000007,0.0,0.0,0.0,0.680000007,0.0,0,0,51,941,2221,2221,980,,,,,,
1927972279,2016-04-16,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,2064,2064,0,,,,,,
1927972279,2016-04-17,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,2063,2063,0,,,,,,
1927972279,2016-04-18,,,,244,0.170000002,0.170000002,0.0,0.0,0.0,0.170000002,0.0,0,0,17,1423,2111,2111,244,,,,,,
1927972279,2016-04-19,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,2063,2063,0,,,,,,
1927972279,2016-04-20,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,2063,2063,0,,,,,,
1927972279,2016-04-21,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,2064,2064,0,,,,,,
1927972279,2016-04-22,,,,149,0.100000001,0.100000001,0.0,0.0,0.0,0.100000001,0.0,0,0,10,1430,2093,2093,149,,,,,,
1927972279,2016-04-23,,,,2945,2.039999962,2.039999962,0.0,0.0,0.0,2.039999962,0.0,0,0,145,1295,2499,2499,2945,,,,,,
1927972279,2016-04-24,,,,2090,1.450000048,1.450000048,0.0,0.07,0.239999995,1.139999986,0.0,1,6,75,1358,2324,2324,2090,,,,,,
1927972279,2016-04-25,,,,152,0.109999999,0.109999999,0.0,0.0,0.0,0.109999999,0.0,0,0,12,1303,2100,2100,152,,,,,,
1927972279,2016-04-26,1.0,296.0,315.0,3761,2.599999905,2.599999905,0.0,0.0,0.0,2.599999905,0.0,0,0,192,1058,2638,2638,3761,,,,,,
1927972279,2016-04-27,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,2063,2063,0,,,,,,
1927972279,2016-04-28,1.0,166.0,178.0,1675,1.159999967,1.159999967,0.0,0.0,0.0,1.159999967,0.0,0,0,95,1167,2351,2351,1675,,,,,,
1927972279,2016-04-29,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,2063,2063,0,,,,,,
1927972279,2016-04-30,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,2064,2064,0,,,,,,
1927972279,2016-05-01,,,,2704,1.870000005,1.870000005,0.0,1.00999999,0.029999999,0.829999983,0.0,14,1,70,1355,2411,2411,2704,,,,,,
1927972279,2016-05-02,,,,3790,2.619999886,2.619999886,0.0,1.159999967,0.300000012,1.159999967,0.0,16,8,94,1322,2505,2505,3790,,,,,,
1927972279,2016-05-03,,,,1326,0.920000017,0.920000017,0.0,0.730000019,0.0,0.180000007,0.0,10,0,17,1413,2195,2195,1326,,,,,,
1927972279,2016-05-04,,,,1786,1.24000001,1.24000001,0.0,0.0,0.0,1.24000001,0.0,0,0,87,1353,2338,2338,1786,,,,,,
1927972279,2016-05-05,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,2063,2063,0,,,,,,
1927972279,2016-05-06,,,,2091,1.450000048,1.450000048,0.0,0.0,0.0,1.450000048,0.0,0,0,108,1332,2383,2383,2091,,,,,,
1927972279,2016-05-07,,,,1510,1.039999962,1.039999962,0.0,0.0,0.0,1.039999962,0.0,0,0,48,1392,2229,2229,1510,,,,,,
1927972279,2016-05-08,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,2063,2063,0,,,,,,
1927972279,2016-05-09,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,2063,2063,0,,,,,,
1927972279,2016-05-10,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,2063,2063,0,,,,,,
1927972279,2016-05-11,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1440,2063,2063,0,,,,,,
1927972279,2016-05-12,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,966,1383,1383,0,,,,,,
2022484408,2016-04-12,,,,11875,8.340000153,8.340000153,0.0,3.309999943,0.769999981,4.260000229,0.0,42,14,227,1157,2390,2390,11875,,,,,,
2022484408,2016-04-13,,,,12024,8.5,8.5,0.0,2.99000001,0.100000001,5.409999847,0.0,43,5,292,1100,2601,2601,12024,,,,,,
2022484408,2016-04-14,,,,10690,7.5,7.5,0.0,2.480000019,0.209999993,4.820000172,0.0,32,3,257,1148,2312,2312,10690,,,,,,
2022484408,2016-04-15,,,,11034,8.029999733,8.029999733,0.0,1.940000057,0.310000002,5.78000021,0.0,27,9,282,1122,2525,2525,11034,,,,,,
2022484408,2016-04-16,,,,10100,7.090000153,7.090000153,0.0,3.150000095,0.550000012,3.390000105,0.0,41,11,151,1237,2177,2177,10100,,,,,,
2022484408,2016-04-17,,,,15112,11.39999962,11.39999962,0.0,3.869999886,0.660000026,6.880000114,0.0,28,29,331,1052,2782,2782,15112,,,,,,
2022484408,2016-04-18,,,,14131,10.06999969,10.06999969,0.0,3.640000105,0.119999997,6.300000191,0.0,48,3,311,1078,2770,2770,14131,,,,,,
2022484408,2016-04-19,,,,11548,8.529999733,8.529999733,0.0,3.289999962,0.239999995,5.0,0.0,31,7,250,1152,2489,2489,11548,,,,,,
2022484408,2016-04-20,,,,15112,10.67000008,10.67000008,0.0,3.339999914,1.929999948,5.400000095,0.0,48,63,276,1053,2897,2897,15112,,,,,,
2022484408,2016-04-21,,,,12453,8.739999771,8.739999771,0.0,3.329999924,1.110000014,4.309999943,0.0,104,53,255,1028,3158,3158,12453,,,,,,
2022484408,2016-04-22,,,,12954,9.329999924,9.329999924,0.0,4.429999828,0.419999987,4.46999979,0.0,52,10,273,1105,2638,2638,12954,,,,,,
2022484408,2016-04-23,,,,6001,4.210000038,4.210000038,0.0,0.0,0.0,4.210000038,0.0,0,0,249,1191,2069,2069,6001,,,,,,
2022484408,2016-04-24,,,,13481,10.27999973,10.27999973,0.0,4.550000191,1.149999976,4.579999924,0.0,37,26,216,1161,2529,2529,13481,,,,,,
2022484408,2016-04-25,,,,11369,8.010000229,8.010000229,0.0,3.329999924,0.219999999,4.460000038,0.0,44,8,217,1171,2470,2470,11369,,,,,,
2022484408,2016-04-26,,,,10119,7.190000057,7.190000057,0.0,1.429999948,0.660000026,5.110000134,0.0,55,24,275,1086,2793,2793,10119,,,,,,
2022484408,2016-04-27,,,,10159,7.130000114,7.130000114,0.0,1.039999962,0.970000029,5.119999886,0.0,19,20,282,1119,2463,2463,10159,,,,,,
2022484408,2016-04-28,,,,10140,7.119999886,7.119999886,0.0,0.409999996,1.330000043,5.389999866,0.0,6,20,291,1123,2296,2296,10140,,,,,,
2022484408,2016-04-29,,,,10245,7.190000057,7.190000057,0.0,0.479999989,1.210000038,5.5,0.0,21,40,281,1098,2611,2611,10245,,,,,,
2022484408,2016-04-30,,,,18387,12.90999985,12.90999985,0.0,0.939999998,1.399999976,10.56999969,0.0,13,23,361,1043,2732,2732,18387,,,,,,
